cvr,company_name,company_form,industry_nace,region,founded_year,employee_band,vat_frequency,has_subsidiaries,uses_target_software
DK77764601,BirkSystem ApS,ENK,62010,Nordjylland,2016,20-49,Quarterly,False,0
DK47399234,BjergVaerk A/S,ENK,63110,Nordjylland,2005,5-9,Quarterly,False,0
DK39926716,SkovKontor IVS,ApS,56100,Hovedstaden,2019,5-9,Quarterly,False,0
DK92827247,BjergLogistik IVS,ApS,46900,Nordjylland,2019,10-19,Half-yearly,False,1
DK93456927,AaaBogholderi Holding ApS,Holding,47410,Syddanmark,2011,1-4,Quarterly,True,0
DK87680340,MarkTek Holding ApS,ApS,62010,Midtjylland,2014,5-9,Quarterly,False,1
DK85715652,SkovKontor Holding ApS,ApS,69200,Hovedstaden,1997,1-4,Monthly,False,0
DK87881464,BjergByg A/S,Holding,01130,Sjaelland,2016,1-4,Monthly,True,1
DK14422471,KlippeData ApS,ENK,62010,Hovedstaden,2021,10-19,Quarterly,False,0
DK58780698,HavLogistik A/S,ApS,70220,Hovedstaden,2019,5-9,Quarterly,False,1
DK11204614,SydDesign A/S,ENK,68203,Midtjylland,2019,1-4,Quarterly,False,1
DK48266267,KlintTek IVS,ApS,62010,Syddanmark,2005,10-19,Half-yearly,False,0
DK69564268,SkovSmede IVS,ApS,47990,Midtjylland,2009,10-19,Monthly,False,1
DK55986324,SkovMarked Holding ApS,ApS,63110,Nordjylland,2008,1-4,Monthly,False,0
DK85196258,StjerneKonsulent Holding ApS,ApS,01130,Midtjylland,1999,0,Quarterly,False,0
DK75847397,BjergDesign IVS,ENK,47990,Syddanmark,1996,1-4,Half-yearly,False,0
DK32164560,SolTek IVS,ENK,10710,Syddanmark,1996,20-49,Quarterly,False,0
DK98951054,SoeLogistik A/S,ApS,62020,Nordjylland,2019,0,Quarterly,False,1
DK38765055,MarkTal IVS,ApS,46900,Sjaelland,2011,0,Quarterly,False,0
DK46754537,MaaneSystem A/S,ApS,85590,Syddanmark,1994,1-4,Quarterly,False,1
DK58163523,SydHuset IVS,ApS,63110,Hovedstaden,1998,5-9,Quarterly,False,1
DK57265912,EngSmede Holding ApS,ApS,63110,Midtjylland,2012,1-4,Quarterly,False,1
DK22316381,HavSmede Holding ApS,ApS,62010,Midtjylland,1993,1-4,Quarterly,False,1
DK72159433,MaaneKonsulent IVS,ApS,68203,Hovedstaden,2014,1-4,Half-yearly,False,1
DK26365670,VestSmede A/S,IVS,56100,Hovedstaden,1997,0,Quarterly,False,1
DK47508115,BjergMarked IVS,ApS,41200,Nordjylland,2023,1-4,Monthly,False,0
DK86294829,LynHandel IVS,ApS,47990,Midtjylland,2023,5-9,Monthly,False,1
DK78619701,SkyData A/S,ApS,46900,Midtjylland,2020,1-4,Half-yearly,False,1
DK98987455,BjergByg IVS,ENK,71121,Hovedstaden,2007,5-9,Half-yearly,False,0
DK27097693,EngSmede Holding ApS,ENK,70220,Nordjylland,1999,5-9,Half-yearly,False,0
DK50197452,SoeHandel ApS,ApS,41200,Sjaelland,2016,0,Quarterly,False,0
DK51253532,OestRegnskab IVS,ENK,62020,Syddanmark,2019,1-4,Quarterly,False,1
DK30196682,VestBogholderi IVS,ENK,10710,Sjaelland,2007,0,Monthly,False,0
DK51848771,KlintAdvice IVS,ENK,86220,Hovedstaden,2000,0,Monthly,False,0
DK92795990,KlippeData ApS,ApS,69200,Hovedstaden,2023,10-19,Quarterly,False,0
DK22108900,MarkKontor A/S,ApS,43210,Hovedstaden,1991,10-19,Quarterly,False,1
DK22792034,SkovLogistik ApS,A_S,62020,Midtjylland,2015,5-9,Monthly,False,0
DK80056922,VestVaerk IVS,ApS,68203,Midtjylland,2006,5-9,Quarterly,False,1
DK67714835,MarkSmede Holding ApS,A_S,49410,Sjaelland,2012,5-9,Monthly,False,0
DK94896522,SoeTek A/S,ApS,49410,Syddanmark,1990,0,Half-yearly,False,0
DK58999580,FjordStudio Holding ApS,ApS,69200,Hovedstaden,1995,0,Quarterly,False,0
DK61361009,FjordKonsult Holding ApS,ApS,62020,Syddanmark,2020,5-9,Quarterly,False,1
DK49353379,SolVaerk IVS,ENK,62020,Hovedstaden,2015,1-4,Half-yearly,False,1
DK47552273,HavLabs IVS,ApS,62010,Midtjylland,2013,0,Monthly,False,0
DK94711755,MaaneSmede Holding ApS,ApS,62020,Syddanmark,2002,1-4,Quarterly,False,0
DK42903816,KlippeSystem IVS,ApS,62010,Nordjylland,2017,10-19,Quarterly,False,1
DK40654244,NordRen ApS,ENK,90030,Midtjylland,2009,1-4,Monthly,False,0
DK80017268,EngSystem A/S,ApS,62010,Hovedstaden,1996,5-9,Quarterly,False,0
DK63896293,OestStudio A/S,ApS,62020,Midtjylland,1996,1-4,Monthly,False,0
DK14260722,MarkService A/S,ApS,96020,Midtjylland,1991,0,Quarterly,False,0
DK60058773,SkovKontor ApS,A_S,43210,Hovedstaden,1998,1-4,Quarterly,False,1
DK67128178,KlippeStudio IVS,Holding,85590,Midtjylland,2001,1-4,Quarterly,True,0
DK27230953,FjordAdvice IVS,ApS,41200,Hovedstaden,2021,5-9,Quarterly,False,1
DK13991291,StjerneTal Holding ApS,ApS,10710,Syddanmark,2015,1-4,Quarterly,False,1
DK31640160,KlintSystem IVS,ApS,41200,Syddanmark,2024,0,Quarterly,False,1
DK28599638,SolKonsult Holding ApS,IVS,46900,Syddanmark,1994,0,Monthly,False,1
DK96800430,BjergBogholderi Holding ApS,A_S,56100,Syddanmark,2003,0,Quarterly,False,0
DK67677652,OestSystem ApS,ENK,70220,Hovedstaden,1990,10-19,Quarterly,False,0
DK37659854,MaaneRen A/S,ApS,69200,Hovedstaden,2001,20-49,Quarterly,False,1
DK96223310,KlintLabs IVS,ENK,71121,Syddanmark,2019,1-4,Half-yearly,False,0
DK19168276,BirkData Holding ApS,ENK,62020,Midtjylland,1991,1-4,Quarterly,False,1
DK73549964,KlintSmede A/S,ApS,86220,Nordjylland,1997,1-4,Monthly,False,1
DK71785935,SolRen ApS,ApS,63110,Nordjylland,2002,1-4,Monthly,False,1
DK29848477,VestDesign Holding ApS,ApS,62020,Nordjylland,1993,5-9,Quarterly,False,1
DK58919190,SkovAdvice Holding ApS,A_S,63110,Syddanmark,2003,1-4,Monthly,False,0
DK99735203,VestStudio Holding ApS,ApS,96020,Syddanmark,2020,0,Quarterly,False,1
DK47813602,StjerneStudio IVS,ApS,69200,Hovedstaden,1993,0,Half-yearly,False,0
DK93716678,BirkByg IVS,ENK,56100,Midtjylland,2018,10-19,Quarterly,False,0
DK16847097,KlippeTal Holding ApS,ApS,01130,Syddanmark,2000,1-4,Quarterly,False,1
DK49773028,SolByg IVS,ENK,62010,Syddanmark,2016,1-4,Quarterly,False,1
DK74666342,EngLabs ApS,ENK,85590,Syddanmark,2019,1-4,Quarterly,False,0
DK41442871,NordLogistik A/S,A_S,69200,Syddanmark,1990,5-9,Monthly,False,1
DK17549319,AaaAdvice IVS,ENK,62020,Midtjylland,1997,0,Monthly,False,0
DK42590934,SydRen A/S,ENK,56100,Hovedstaden,2000,1-4,Quarterly,False,1
DK77689680,StjerneDesign Holding ApS,ENK,49410,Syddanmark,2014,1-4,Quarterly,False,1
DK78389519,SolDesign ApS,ApS,69200,Midtjylland,2018,1-4,Quarterly,False,1
DK76229263,OestStudio A/S,ApS,46900,Sjaelland,2023,10-19,Monthly,False,1
DK96939057,OestLogistik ApS,A_S,69200,Midtjylland,1990,0,Quarterly,False,0
DK73847349,FjordTek ApS,ApS,46900,Midtjylland,1992,5-9,Quarterly,False,1
DK67722598,SoeSystem Holding ApS,ApS,43210,Hovedstaden,1990,5-9,Quarterly,False,1
DK81507539,FjordTek Holding ApS,ApS,43210,Midtjylland,2018,0,Quarterly,False,1
DK46976853,EngDesign Holding ApS,ApS,43210,Hovedstaden,2008,5-9,Quarterly,False,1
DK39152427,KlintService IVS,A_S,62020,Midtjylland,2000,1-4,Quarterly,False,0
DK55964001,HavKonsult Holding ApS,A_S,56100,Nordjylland,2012,1-4,Quarterly,False,1
DK99891598,BirkLabs IVS,ENK,41200,Hovedstaden,1993,0,Monthly,False,0
DK39438097,SkyHuset Holding ApS,ApS,56100,Hovedstaden,2003,0,Monthly,False,0
DK76925400,OestKonsult IVS,ApS,62010,Nordjylland,2005,1-4,Quarterly,False,1
DK14252861,AaaRen A/S,A_S,70220,Nordjylland,2007,1-4,Half-yearly,False,0
DK74024842,MarkVaerk A/S,A_S,70220,Hovedstaden,2015,1-4,Monthly,False,0
DK26830416,MaaneRen ApS,ApS,62010,Syddanmark,1996,5-9,Quarterly,False,1
DK38065129,SydAdvice Holding ApS,ApS,63110,Hovedstaden,1990,0,Quarterly,False,0
DK81041960,FjordRen IVS,ApS,70220,Syddanmark,2013,10-19,Half-yearly,False,0
DK72195472,HavSystem A/S,ApS,47990,Sjaelland,2018,5-9,Quarterly,False,1
DK70105676,BjergByg IVS,ApS,63110,Hovedstaden,1990,0,Half-yearly,False,0
DK26651966,SolLabs A/S,ENK,96020,Syddanmark,2019,0,Monthly,False,0
DK55066531,MarkKontor Holding ApS,A_S,46900,Syddanmark,1990,1-4,Quarterly,False,1
DK85172047,BjergBogholderi Holding ApS,A_S,85590,Hovedstaden,2020,1-4,Quarterly,False,0
DK94329053,KlintService Holding ApS,ENK,71121,Syddanmark,2024,1-4,Half-yearly,False,0
DK96701228,MaaneVaerk ApS,ApS,47410,Hovedstaden,1990,5-9,Quarterly,False,1
DK82594332,EngKontor ApS,ApS,43210,Sjaelland,2010,1-4,Quarterly,False,0
DK50205008,HavRegnskab ApS,A_S,49410,Sjaelland,2013,20-49,Quarterly,True,1
DK54429751,KlippeTal ApS,ENK,47410,Syddanmark,2005,5-9,Quarterly,False,1
DK25604784,SydLabs ApS,ApS,46900,Nordjylland,1991,0,Quarterly,False,0
DK73195916,FjordDesign Holding ApS,ENK,43210,Syddanmark,2000,0,Quarterly,False,0
DK87532491,AaaHandel Holding ApS,ApS,47990,Hovedstaden,1997,10-19,Quarterly,False,0
DK78664786,SkovTek Holding ApS,ApS,62010,Nordjylland,2014,0,Quarterly,False,0
DK38406683,OestKontor IVS,ApS,47410,Hovedstaden,2005,1-4,Quarterly,False,0
DK67890561,SkyRegnskab IVS,ApS,71121,Hovedstaden,1990,0,Quarterly,False,0
DK10115219,SkyRaad IVS,ApS,49410,Syddanmark,2000,5-9,Quarterly,False,1
DK52790553,MarkBogholderi ApS,A_S,47410,Syddanmark,2006,10-19,Quarterly,False,0
DK36615107,NordService IVS,ApS,71121,Syddanmark,1998,1-4,Half-yearly,False,1
DK24111792,StjerneService A/S,ApS,68203,Nordjylland,2015,1-4,Half-yearly,False,1
DK36411026,BirkHuset IVS,ENK,71121,Nordjylland,1990,1-4,Monthly,False,0
DK28885273,MaaneData ApS,ENK,62020,Sjaelland,1990,1-4,Quarterly,False,1
DK79603469,KlintMarked A/S,ENK,62020,Midtjylland,1995,0,Quarterly,False,0
DK91812656,MarkDesign ApS,ApS,62010,Syddanmark,2009,1-4,Quarterly,False,1
DK17253824,MaaneMarked ApS,A_S,62010,Syddanmark,1993,10-19,Quarterly,False,0
DK88966456,BjergRen A/S,A_S,70220,Syddanmark,2018,1-4,Monthly,False,0
DK40171331,VestRen A/S,ApS,85590,Midtjylland,2018,1-4,Quarterly,False,1
DK49984634,KlippeHandel ApS,ApS,47990,Nordjylland,2003,1-4,Monthly,False,0
DK55721870,EngByg Holding ApS,ApS,62010,Syddanmark,2021,1-4,Quarterly,False,1
DK74063622,LynVaerk ApS,ApS,46900,Midtjylland,1999,5-9,Quarterly,False,1
DK13208749,OestRegnskab ApS,ApS,62020,Sjaelland,2022,5-9,Monthly,False,0
DK58922446,OestData ApS,ApS,68203,Syddanmark,2001,0,Quarterly,False,1
DK91180464,SkovByg IVS,A_S,62020,Midtjylland,1992,1-4,Quarterly,False,1
DK15928666,FjordKonsult IVS,A_S,43210,Hovedstaden,2008,5-9,Half-yearly,False,0
DK90503595,BirkHuset A/S,ENK,69200,Midtjylland,2017,10-19,Quarterly,False,0
DK84019055,EngData Holding ApS,ENK,41200,Hovedstaden,2003,1-4,Quarterly,False,1
DK14577392,SoeSystem Holding ApS,ApS,70220,Hovedstaden,1997,50+,Quarterly,False,1
DK93573080,SoeData IVS,ApS,47990,Hovedstaden,1993,1-4,Monthly,False,1
DK32356254,SoeVaerk IVS,ENK,63110,Midtjylland,2021,1-4,Quarterly,False,0
DK71367720,BirkSystem IVS,ENK,49410,Hovedstaden,2000,5-9,Half-yearly,False,0
DK46098301,SkovLabs IVS,ApS,47410,Midtjylland,2020,1-4,Quarterly,False,1
DK90211036,SydBogholderi IVS,ApS,47990,Hovedstaden,1990,5-9,Quarterly,False,0
DK60357077,FjordRegnskab IVS,ApS,96020,Hovedstaden,2022,0,Monthly,False,0
DK97335041,AaaByg Holding ApS,ApS,90030,Syddanmark,1993,1-4,Monthly,False,0
DK29867292,OestStudio A/S,ApS,63110,Hovedstaden,2009,0,Monthly,False,0
DK47530023,KlippeAdvice IVS,ApS,69200,Hovedstaden,2002,5-9,Quarterly,False,1
DK89347711,MaaneLogistik ApS,ApS,63110,Syddanmark,1990,1-4,Quarterly,False,0
DK89970401,NordTal A/S,ENK,63110,Midtjylland,2016,1-4,Quarterly,False,1
DK86251978,HavSystem A/S,Holding,43210,Midtjylland,2006,20-49,Half-yearly,True,0
DK18377026,OestService IVS,ApS,90030,Syddanmark,2021,5-9,Monthly,False,0
DK10610307,SydRaad ApS,A_S,90030,Midtjylland,2010,1-4,Quarterly,False,0
DK55764537,MarkSystem Holding ApS,ApS,46900,Hovedstaden,2010,10-19,Quarterly,False,1
DK40633671,KlintTek Holding ApS,ENK,41200,Midtjylland,1996,5-9,Quarterly,False,1
DK60541453,SkyKontor A/S,IVS,01130,Sjaelland,2019,5-9,Quarterly,False,0
DK30124611,SkyHandel A/S,IVS,68203,Sjaelland,2015,1-4,Monthly,False,1
DK58318237,BjergAdvice ApS,A_S,62020,Hovedstaden,2019,0,Quarterly,False,0
DK99428382,LynSmede A/S,ENK,46900,Syddanmark,2001,1-4,Quarterly,False,1
DK73856289,AaaTek Holding ApS,ApS,96020,Nordjylland,2014,1-4,Monthly,False,1
DK16557040,AaaSmede Holding ApS,ApS,69200,Hovedstaden,2018,5-9,Quarterly,False,1
DK43458925,SkovRegnskab A/S,ENK,70220,Hovedstaden,2010,1-4,Quarterly,False,1
DK74172905,OestStudio ApS,ApS,90030,Syddanmark,2007,0,Quarterly,False,0
DK11145442,StjerneRegnskab A/S,ApS,90030,Midtjylland,2007,0,Monthly,False,1
DK85007079,LynStudio IVS,A_S,49410,Sjaelland,2005,1-4,Quarterly,False,0
DK41941619,FjordRaad IVS,ApS,86220,Midtjylland,1994,0,Quarterly,False,0
DK11446326,SoeSystem ApS,ApS,63110,Hovedstaden,2003,50+,Quarterly,False,0
DK65435302,KlintHandel A/S,A_S,69200,Syddanmark,2019,1-4,Quarterly,False,1
DK14654239,KlintDesign ApS,ENK,46900,Nordjylland,2012,10-19,Quarterly,False,0
DK32800216,FjordAdvice Holding ApS,A_S,46900,Sjaelland,2014,10-19,Monthly,False,1
DK67415065,BirkRaad Holding ApS,ENK,47410,Midtjylland,2014,0,Quarterly,False,0
DK38009573,SoeLogistik IVS,ApS,41200,Hovedstaden,2021,1-4,Quarterly,False,1
DK86164369,SkovRegnskab IVS,ENK,70220,Midtjylland,1996,1-4,Quarterly,False,0
DK17429680,FjordMarked ApS,ENK,47990,Midtjylland,2017,0,Quarterly,False,1
DK54226298,SkyLogistik IVS,IVS,69200,Nordjylland,2003,0,Quarterly,False,0
DK98349163,MaaneLogistik IVS,IVS,69200,Midtjylland,2013,20-49,Half-yearly,False,1
DK76679402,MarkSmede A/S,ApS,62020,Syddanmark,1996,1-4,Quarterly,False,1
DK25630743,NordHuset Holding ApS,ApS,62020,Hovedstaden,2016,5-9,Half-yearly,False,1
DK54962252,SkovKonsulent ApS,ApS,01130,Nordjylland,2001,20-49,Quarterly,False,0
DK82353708,NordLogistik IVS,ApS,70220,Syddanmark,2021,0,Quarterly,False,1
DK77320440,BjergSystem Holding ApS,ApS,63110,Midtjylland,2010,1-4,Quarterly,False,1
DK68657774,FjordAdvice ApS,Holding,47990,Sjaelland,2015,0,Quarterly,True,1
DK79965908,LynAdvice IVS,ENK,46900,Hovedstaden,2010,5-9,Quarterly,False,0
DK13591972,HavSystem A/S,ApS,62010,Sjaelland,1994,1-4,Quarterly,False,1
DK93628816,SkovLabs A/S,ApS,69200,Syddanmark,2012,1-4,Quarterly,False,1
DK11137906,BirkHandel IVS,ApS,62020,Syddanmark,2007,10-19,Monthly,False,1
DK30451103,MaaneStudio A/S,ApS,41200,Hovedstaden,2016,5-9,Quarterly,False,1
DK42548171,KlippeRaad Holding ApS,IVS,63110,Hovedstaden,1990,1-4,Quarterly,False,1
DK38650500,OestLabs ApS,A_S,62010,Midtjylland,2019,1-4,Quarterly,False,1
DK33676442,OestKonsulent ApS,ApS,62010,Midtjylland,2015,1-4,Quarterly,False,1
DK72619542,BirkByg IVS,ENK,43210,Hovedstaden,2003,10-19,Monthly,False,0
DK83896442,OestRen A/S,A_S,62010,Sjaelland,2012,0,Monthly,False,0
DK68593766,SkyService ApS,ApS,96020,Sjaelland,2011,1-4,Quarterly,False,1
DK92157490,SydTek ApS,Holding,62020,Nordjylland,1990,0,Quarterly,True,0
DK32623638,SoeAdvice ApS,ENK,43210,Midtjylland,1997,1-4,Half-yearly,False,0
DK56898294,LynBogholderi IVS,ENK,70220,Syddanmark,1999,5-9,Quarterly,False,1
DK76023951,KlintBogholderi ApS,ApS,70220,Hovedstaden,2020,5-9,Quarterly,False,1
DK30681278,FjordTek Holding ApS,Holding,62010,Syddanmark,2002,0,Quarterly,True,1
DK29658121,VestRaad Holding ApS,A_S,86220,Hovedstaden,2017,0,Half-yearly,False,0
DK95574381,StjerneByg ApS,A_S,49410,Sjaelland,2007,1-4,Quarterly,False,0
DK33656766,SoeAdvice ApS,ENK,62010,Midtjylland,2013,1-4,Quarterly,False,0
DK69386102,FjordTal A/S,ApS,62020,Hovedstaden,2015,10-19,Quarterly,False,1
DK70690077,StjerneTek A/S,ApS,49410,Sjaelland,2000,1-4,Monthly,False,1
DK93690670,HavByg Holding ApS,ApS,46900,Syddanmark,1992,5-9,Quarterly,False,0
DK65251907,MarkKonsult Holding ApS,ApS,62020,Hovedstaden,2008,1-4,Quarterly,False,1
DK52860383,AaaKontor Holding ApS,ApS,62020,Midtjylland,1991,5-9,Half-yearly,False,1
DK15374355,KlippeBogholderi ApS,ENK,41200,Midtjylland,2001,20-49,Quarterly,False,0
DK91687057,MaaneAdvice IVS,Holding,47990,Midtjylland,1993,1-4,Quarterly,True,0
DK42113493,LynLogistik ApS,A_S,43210,Hovedstaden,1991,0,Quarterly,False,0
DK33698810,VestLabs ApS,ApS,68203,Nordjylland,2024,1-4,Quarterly,False,1
DK65564293,SkovTal Holding ApS,ENK,47410,Sjaelland,2023,0,Half-yearly,False,0
DK83381614,OestTal IVS,ApS,69200,Hovedstaden,2019,0,Half-yearly,False,1
DK18382643,SkyTal IVS,Holding,71121,Midtjylland,1992,5-9,Quarterly,True,1
DK72655671,HavRegnskab ApS,ApS,69200,Syddanmark,2012,10-19,Quarterly,False,0
DK62216469,SkyRen Holding ApS,Holding,63110,Midtjylland,1998,10-19,Quarterly,True,0
DK82290497,BirkKontor Holding ApS,ENK,62010,Nordjylland,2000,1-4,Quarterly,False,1
DK59682807,MarkKonsult Holding ApS,ENK,69200,Hovedstaden,2000,0,Quarterly,False,1
DK71244386,LynAdvice Holding ApS,ENK,56100,Midtjylland,2019,1-4,Quarterly,False,0
DK80695676,LynByg IVS,ApS,62010,Hovedstaden,1997,10-19,Monthly,False,0
DK96911361,SolTek IVS,ApS,70220,Midtjylland,2009,0,Quarterly,False,0
DK21495502,FjordBogholderi IVS,ENK,41200,Midtjylland,2006,1-4,Quarterly,False,1
DK80410371,OestKontor ApS,ENK,43210,Syddanmark,2002,10-19,Monthly,False,1
DK21242802,SydLogistik Holding ApS,ENK,85590,Syddanmark,1991,1-4,Quarterly,False,0
DK15469802,LynAdvice A/S,ApS,86220,Hovedstaden,1996,5-9,Quarterly,False,1
DK58180790,NordKontor ApS,ENK,56100,Midtjylland,1995,5-9,Monthly,False,0
DK99850636,KlippeVaerk ApS,ApS,62010,Midtjylland,1993,1-4,Half-yearly,False,1
DK98734624,MarkSystem ApS,ENK,71121,Midtjylland,2023,1-4,Quarterly,False,1
DK46465790,MarkStudio A/S,ApS,43210,Hovedstaden,2001,0,Quarterly,False,0
DK62009133,StjerneSmede ApS,ApS,63110,Nordjylland,1999,1-4,Quarterly,False,1
DK51112842,SkovLabs Holding ApS,IVS,62010,Syddanmark,2001,10-19,Quarterly,False,0
DK79569720,VestDesign A/S,Holding,63110,Nordjylland,2009,1-4,Half-yearly,True,1
DK83780590,NordRegnskab A/S,ApS,71121,Hovedstaden,2007,0,Quarterly,False,0
DK97443437,EngMarked A/S,ApS,70220,Midtjylland,2001,0,Quarterly,False,0
DK73611392,SkovMarked IVS,ApS,62020,Midtjylland,1992,0,Quarterly,False,1
DK45696568,SoeHuset Holding ApS,ApS,96020,Midtjylland,2001,0,Half-yearly,False,0
DK50179612,VestLabs ApS,A_S,49410,Hovedstaden,2005,1-4,Quarterly,False,0
DK96414048,NordTek IVS,ApS,62020,Hovedstaden,1995,1-4,Quarterly,False,1
DK23718871,SkyHuset IVS,A_S,49410,Sjaelland,2013,5-9,Half-yearly,False,1
DK66517943,SkyRegnskab Holding ApS,ApS,62010,Hovedstaden,1993,0,Quarterly,False,1
DK91127876,BirkLabs Holding ApS,ApS,49410,Hovedstaden,2006,1-4,Quarterly,False,1
DK54543845,SydMarked Holding ApS,A_S,68203,Syddanmark,2015,1-4,Quarterly,False,0
DK48150169,KlintVaerk Holding ApS,ApS,62010,Syddanmark,2017,1-4,Half-yearly,False,1
DK45859665,HavRegnskab A/S,ApS,85590,Hovedstaden,2005,5-9,Monthly,False,1
DK67307793,MaaneData Holding ApS,ApS,68203,Syddanmark,2013,5-9,Quarterly,False,1
DK24174487,SolTal ApS,ApS,49410,Syddanmark,2003,10-19,Quarterly,False,1
DK92260116,SydRaad IVS,ApS,68203,Syddanmark,2006,5-9,Quarterly,False,0
DK92336541,SkovRen A/S,ApS,46900,Hovedstaden,2000,0,Monthly,False,0
DK38318290,KlippeRaad A/S,A_S,62010,Syddanmark,2010,0,Quarterly,False,0
DK79321988,SolRen Holding ApS,ApS,96020,Hovedstaden,2012,1-4,Quarterly,False,0
DK43469774,NordKontor Holding ApS,A_S,43210,Hovedstaden,2007,1-4,Quarterly,False,1
DK26008240,BjergKontor ApS,ENK,43210,Hovedstaden,2016,1-4,Quarterly,False,1
DK61239805,NordHandel Holding ApS,ENK,70220,Midtjylland,2019,1-4,Quarterly,False,1
DK40291804,SydSmede ApS,ENK,43210,Syddanmark,2004,0,Quarterly,False,0
DK36480369,StjerneSystem Holding ApS,ApS,62020,Midtjylland,2005,1-4,Quarterly,False,1
DK55410756,SkyHandel IVS,ApS,47990,Nordjylland,1996,0,Quarterly,False,1
DK94241107,BirkData ApS,ApS,62010,Hovedstaden,1990,5-9,Quarterly,False,1
DK32939426,MaaneBogholderi A/S,A_S,47990,Syddanmark,2019,0,Quarterly,False,1
DK70932920,BjergSystem ApS,ENK,96020,Sjaelland,2009,0,Half-yearly,False,0
DK82092091,SydAdvice IVS,ApS,71121,Sjaelland,2006,5-9,Quarterly,False,0
DK15437212,KlippeHandel Holding ApS,ENK,47410,Syddanmark,2012,0,Half-yearly,False,0
DK76273886,BjergKontor Holding ApS,ApS,69200,Syddanmark,2000,10-19,Quarterly,False,0
DK52855023,SolRegnskab A/S,ENK,68203,Hovedstaden,2000,20-49,Half-yearly,False,0
DK78572072,SolService Holding ApS,ApS,47990,Syddanmark,2001,20-49,Quarterly,False,0
DK45281192,MaaneHandel A/S,A_S,70220,Hovedstaden,1996,10-19,Quarterly,False,0
DK37396027,VestKontor A/S,ENK,62020,Midtjylland,1996,1-4,Half-yearly,False,1
DK29257382,OestMarked IVS,ApS,62020,Sjaelland,2000,10-19,Quarterly,False,1
DK34227926,EngHandel Holding ApS,ApS,71121,Syddanmark,2009,0,Monthly,False,0
DK12843793,LynRegnskab ApS,ApS,68203,Hovedstaden,1999,1-4,Quarterly,False,1
DK30648098,MaaneKonsult Holding ApS,ApS,47990,Midtjylland,2001,0,Quarterly,False,1
DK57454425,BjergData A/S,ENK,62020,Hovedstaden,2023,5-9,Quarterly,False,0
DK50924370,BirkRegnskab A/S,ApS,01130,Hovedstaden,2000,1-4,Half-yearly,False,1
DK31659012,SkyRen A/S,ApS,70220,Midtjylland,2013,1-4,Monthly,False,0
DK72711225,VestTek Holding ApS,ApS,01130,Midtjylland,1997,20-49,Quarterly,False,0
DK60147772,BirkKonsult Holding ApS,A_S,63110,Nordjylland,2005,1-4,Quarterly,False,1
DK98731938,BirkStudio IVS,ApS,43210,Hovedstaden,2023,5-9,Quarterly,False,1
DK20607947,MaaneHuset ApS,Holding,49410,Midtjylland,2024,5-9,Quarterly,True,0
DK98185333,KlintKontor A/S,ApS,63110,Syddanmark,1991,10-19,Half-yearly,False,0
DK29093603,VestTek A/S,Holding,56100,Midtjylland,2002,0,Monthly,True,1
DK56033028,BjergByg A/S,Holding,90030,Hovedstaden,2020,0,Quarterly,True,0
DK91476421,LynByg IVS,ENK,62020,Sjaelland,2005,10-19,Quarterly,False,0
DK97692879,SydMarked A/S,ENK,62010,Midtjylland,1995,1-4,Quarterly,False,1
DK68496977,KlippeAdvice A/S,ApS,41200,Syddanmark,2016,5-9,Monthly,False,0
DK53680262,KlintSystem A/S,ApS,69200,Midtjylland,2005,10-19,Quarterly,False,0
DK13687957,NordLabs Holding ApS,ENK,62010,Sjaelland,2024,50+,Quarterly,False,0
DK49126165,StjerneRegnskab Holding ApS,ENK,71121,Sjaelland,2010,0,Quarterly,False,0
DK45907130,HavDesign ApS,ApS,47990,Midtjylland,2005,1-4,Half-yearly,False,1
DK78613929,SkyHuset IVS,ApS,69200,Hovedstaden,2011,10-19,Quarterly,False,0
DK77537430,StjerneKontor A/S,ApS,69200,Syddanmark,2001,1-4,Quarterly,False,0
DK10267983,MarkHuset ApS,ApS,96020,Nordjylland,2015,1-4,Monthly,False,1
DK22922453,EngVaerk Holding ApS,A_S,46900,Hovedstaden,2021,10-19,Quarterly,False,0
DK41574851,NordAdvice Holding ApS,ApS,96020,Nordjylland,2011,10-19,Quarterly,False,1
DK10342984,MarkTek A/S,ENK,70220,Syddanmark,2015,0,Quarterly,False,0
DK80129647,LynBogholderi Holding ApS,ApS,68203,Hovedstaden,2005,0,Quarterly,False,0
DK68214390,BjergTek A/S,Holding,41200,Midtjylland,2008,0,Quarterly,True,0
DK43152556,SkovRen Holding ApS,ApS,62010,Hovedstaden,1992,50+,Quarterly,False,1
DK53788940,NordTek ApS,ENK,10710,Hovedstaden,2003,5-9,Quarterly,False,0
DK33825905,VestHandel Holding ApS,ApS,71121,Hovedstaden,1996,1-4,Half-yearly,False,1
DK71864208,BjergService Holding ApS,IVS,62020,Nordjylland,2012,1-4,Quarterly,False,0
DK14442941,SolStudio IVS,ApS,62020,Hovedstaden,1990,5-9,Quarterly,False,1
DK96478064,LynService Holding ApS,ENK,56100,Nordjylland,2006,1-4,Quarterly,False,0
DK46658203,SolLogistik A/S,ApS,62010,Midtjylland,2016,0,Quarterly,False,0
DK14897172,KlintAdvice Holding ApS,ApS,69200,Hovedstaden,2013,0,Monthly,False,0
DK86117436,EngSmede A/S,ENK,62020,Syddanmark,2007,0,Monthly,False,1
DK87532785,FjordHandel Holding ApS,ApS,70220,Midtjylland,1999,1-4,Monthly,False,1
